slug,topic,title,url,source,difficulty,bucket,tracks,tags,styles,prerequisites,why_fit
math/linear-recurrence,Math -> Linear Recurrence And Matrix Exponentiation,Graph Paths I,https://cses.fi/problemset/task/1723,CSES,hard,stretch,Graphs/Walk Counting,Matrix Exponentiation | Adjacency Matrix | Walk Counting,Graphs | Math,Matrix Exponentiation | Graph Modeling,Shows the same repeated-linear-transition worldview outside one-dimensional recurrences.
math/lucas-theorem,Math -> Lucas Theorem And Large Binomial Mod Prime,Binomial Coefficient (Prime Mod),https://judge.yosupo.jp/problem/binomial_coefficient_prime_mod,Library Checker,medium,core,Binomial Coefficients,Binomial Coefficient | Prime Modulus,Math | Implementation,Modular Arithmetic | Factorial Binomial | Base Conversion,A clean benchmark for the route split between one ordinary factorial table and Lucas digit decomposition under one prime modulus.
math/lucas-theorem,Math -> Lucas Theorem And Large Binomial Mod Prime,Odd Binomial Coefficients,https://open.kattis.com/problems/oddbinom,Kattis,hard,stretch,Binomial Coefficients | Pascal Structure,Parity | Bitwise Pattern,Math | Observation,Lucas Theorem | Bitwise Reasoning,A strong compare point where Lucas with p = 2 exposes a structural parity pattern instead of only answering one binomial query.
math/mobius-multiplicative,Math -> Mobius And Multiplicative Counting,Counting Coprime Pairs,https://cses.fi/problemset/task/2417,CSES,medium,core,Coprime Pair Counting,Mobius Function | Divisor Frequency | Coprime Pairs | Linear Sieve,Math | Implementation,Number Theory Basics | Inclusion-Exclusion | Linear Sieve,The cleanest first benchmark where divisor frequencies plus Mobius cancellation replace pairwise gcd checks entirely.
math/modular-arithmetic,Math -> Modular Arithmetic,Exponentiation,https://cses.fi/problemset/task/1095,CSES,easy,core,Fast-Exponentiation | Mod Arithmetic,Binary Exponentiation | Pow,Implementation | Math,Modular Arithmetic | Binary Exponentiation,Canonical modular fast-power warmup.
math/modular-arithmetic,Math -> Modular Arithmetic,Distributing Apples,https://cses.fi/problemset/task/1716,CSES,easy-medium,core,Stars And Bars | Mod Arithmetic,Combinations | Distributions,,,Simple counting with modular binomial coefficients.
math/modular-arithmetic,Math -> Modular Arithmetic,Binomial Coefficients,https://cses.fi/problemset/task/1079,CSES,medium,core,Combinatorics/Counting-Basics | Mod Inverses | Combinatorics,Ncr | Factorials | Modular Inverse | Inverse Factorials,Math | Precomputation,Factorials | Modular Inverse | Combinations,Standard modular combinations with precomputation.
math/modular-arithmetic,Math -> Modular Arithmetic,Creating Strings II,https://cses.fi/problemset/task/1715,CSES,medium,core,Factorials | Mod Inverses,Multiset Permutations | Combinatorics | Mod Arithmetic,,,Distinct-string counting via modular combinatorics.
math/modular-arithmetic,Math -> Modular Arithmetic,Exponentiation II,https://cses.fi/problemset/task/1712,CSES,medium,core,Fast-Exponentiation | Mod-Inverse | Totient Tricks,Tower Exponentiation | Fermats-Little-Theorem | Mod Arithmetic | Phi,Implementation | Number Theory,Binary Exponentiation | Modular Arithmetic | Fermat's Little Theorem,Adds exponent towers and modulus reduction logic.
math/modular-arithmetic,Math -> Modular Arithmetic,Counting Grids,https://cses.fi/problemset/task/2210,CSES,hard,stretch,Combinatorics/Bracelet-Counting,Burnside | Pólya Counting | Mod Arithmetic,Combinatorics | Algebra,Modular Arithmetic | Symmetry Counting,A stronger symmetry-counting problem that rewards comfortable modular evaluation.
math/modular-arithmetic,Math -> Modular Arithmetic,Counting Necklaces,https://cses.fi/problemset/task/2209,CSES,hard,stretch,Combinatorics/Burnside,Burnside | Group Actions | Mod Arithmetic,Combinatorics | Number Theory,Modular Arithmetic | Group Actions | GCD/LCM Basics,A canonical advanced counting problem where modular arithmetic sits inside Burnside's lemma.
math/modular-arithmetic,Math -> Modular Arithmetic,Graph Paths I,https://cses.fi/problemset/task/1723,CSES,hard,stretch,Matrix-Exponentiation,Graph Walks | Mod Arithmetic,Graphs | Math,Modular Arithmetic | Matrix Multiplication | DP On Walks,A classic matrix-exponentiation application where the answer is required modulo a prime.
math/number-theory-basics,Math -> Number Theory Basics,Calculate GCD,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_o,AtCoder,easy,core,GCD/LCM,GCD | Euclid,Implementation | Math,Euclid's Algorithm,A minimal Euclidean-algorithm exercise with no extra machinery.
math/number-theory-basics,Math -> Number Theory Basics,Divisor Enumeration,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_m,AtCoder,easy,core,Divisors,Enumeration,Implementation | Math,Divisibility | Sqrt Factorization,A basic divisor-enumeration drill that teaches the square-root loop pattern.
math/number-theory-basics,Math -> Number Theory Basics,Factorization,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_n,AtCoder,easy,core,Primes | Factorization,Prime Factorization | Trial Division,Implementation | Math,Division,The standard first factorization problem before jumping into sieve-heavy tasks.
math/number-theory-basics,Math -> Number Theory Basics,Greatest Common Divisor of N Integers,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_p,AtCoder,easy,core,GCD/LCM,GCD | Fold/Reduce,Implementation | Math,Euclid's Algorithm | Iterative Reduction,A natural follow-up that checks whether you can fold gcd across many values.
math/number-theory-basics,Math -> Number Theory Basics,Least Common Multiple of N Integers,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_q,AtCoder,easy,core,GCD/LCM,LCM | GCD | Overflow Avoidance,Implementation | Math,GCD | Safe Multiplication,A very standard lcm problem that also reinforces overflow-safe formulas.
math/number-theory-basics,Math -> Number Theory Basics,Primality Test,https://atcoder.jp/contests/math-and-algorithm/tasks/math_and_algorithm_l,AtCoder,easy,core,Primes,Primality | Trial Division,Implementation | Math,Divisibility | Prime Numbers,"A direct, foundational prime-checking exercise with clear constraints."
math/number-theory-basics,Math -> Number Theory Basics,Prime Multiples,https://cses.fi/problemset/task/2185,CSES,medium,core,Inclusion-Exclusion | Primes,Subset Enumeration | LCM | Counting Multiples,,,Counts multiples of prime sets with inclusion-exclusion.
math/number-theory-basics,Math -> Number Theory Basics,Counting Coprime Pairs,https://cses.fi/problemset/task/2417,CSES,medium-hard,core,Mobius Inversion | GCD,Coprime Pairs | Number Theory | Inclusion-Exclusion,,,A stronger gcd/Mobius counting exercise.
math/number-theory-basics,Math -> Number Theory Basics,Counting Divisors,https://cses.fi/problemset/task/1713,CSES,easy,practice,Divisors | Factorization | Prime Factorization | Divisor Counting,Divisor-Count | Sieve | Tau(n),Math | Implementation,Exponent Counting,Direct divisor-counting from prime exponents.
math/number-theory-basics,Math -> Number Theory Basics,Next Prime,https://cses.fi/problemset/task/3396,CSES,easy-medium,practice,Primes | Sieving | Primality Testing,Prime Search | Miller-Rabin-Style Thinking | Next Prime | Miller-Rabin | Trial Division,Implementation | Number Theory,Search Over Integers,Good basic prime-search / primality practice.
math/number-theory-basics,Math -> Number Theory Basics,Common Divisors,https://cses.fi/problemset/task/1081,CSES,medium,practice,GCD/LCM | Frequency-Ideas,GCD | Max-Frequency Divisor,Number Theory | Sieving,GCD | Divisor Counting,A classic gcd-frequency problem that pushes beyond one-off Euclid calls.
math/number-theory-basics,Math -> Number Theory Basics,Sum of Divisors,https://cses.fi/problemset/task/1082,CSES,medium,practice,Divisors | Prefix-Sums | Divisor Sums | Arithmetical Functions,Sigma Function | Divisor Summatory Function | Sigma(n) | Floor Division | Mod Arithmetic,Math | Optimization,Floor-Division Grouping,Core multiplicative-function summation.
math/number-theory-basics,Math -> Number Theory Basics,Divisor Analysis,https://cses.fi/problemset/task/2182,CSES,medium,stretch,Divisors | Modular-Arithmetic | Prime Factorization | Multiplicative Functions,Number Of Divisors | Sum Of Divisors | Product Of Divisors,Math | Precomputation,Geometric Series,Bundle of the three textbook divisor-function formulas.
math/xor-basis,Math -> XOR Basis / Linear Basis,XMAX - XOR Maximization,https://www.spoj.com/problems/XMAX/,SPOJ,medium,core,Bitwise Algebra,Linear-Basis | Maximum-Subset-XOR,Math | Implementation,Bitwise Operations | Greedy Elimination | Subset XOR,The cleanest first benchmark where a linear basis replaces brute-force subset xor search entirely.
math/xor-basis,Math -> XOR Basis / Linear Basis,Shortest Path Problem?,https://codeforces.com/problemset/problem/845/G,Codeforces,hard,stretch,Graphs/Cycle XOR | Bitwise Algebra,Cycle-Space | Path-XOR,Graphs | Math,XOR Basis | DFS | Cycle Reasoning,"The flagship bridge from subset xor span to graph cycle-space reductions, where each non-tree edge contributes one xor cycle vector."
math/xor-basis,Math -> XOR Basis / Linear Basis,ZC's School,https://codeforces.com/contest/1101/problem/G,Codeforces,hard,challenge,Prefix XOR | Bitwise Algebra,Dimension,Math | Observation,XOR Basis | Invariant Reasoning,A harder compare point where basis dimension over prefix xor values becomes the real invariant instead of direct maximum-subset-xor extraction.
strings/aho-corasick,Strings -> Aho-Corasick,Finding Patterns,https://cses.fi/problemset/task/2102,CSES,medium,core,,Multi-Pattern Matching | Automata,Offline Matching,Trie | Failure Links,Direct multi-pattern presence queries are the textbook Aho-Corasick use case.
strings/aho-corasick,Strings -> Aho-Corasick,String Multimatching,https://open.kattis.com/problems/stringmultimatching,Kattis,medium,core,Multi-Pattern-Matching,Text Scanning | Output-All,,,The standard “find all patterns in one text” AC problem.
strings/aho-corasick,Strings -> Aho-Corasick,Word Combinations,https://cses.fi/problemset/task/1731,CSES,medium,core,DP,Dictionary | Segmentation | Prefix-Automaton,,,Can be accelerated by automaton-style prefix matching in the dictionary.
strings/aho-corasick,Strings -> Aho-Corasick,aho_corasick,https://judge.yosupo.jp/problem/aho_corasick,Library Checker,medium,core,Multi-Pattern-Matching,Failure Links | Dictionary,,,Direct official benchmark for building and querying the automaton.
strings/aho-corasick,Strings -> Aho-Corasick,Counting Patterns,https://cses.fi/problemset/task/2103,CSES,hard,core,,Multi-Pattern Matching | Counting,Aggregation | Offline Matching,Trie | Failure Links | Output Links,"Counts all occurrences, which is where Aho-Corasick becomes especially useful."
strings/aho-corasick,Strings -> Aho-Corasick,Pattern Positions,https://cses.fi/problemset/task/2104,CSES,hard,core,Trie,Multi-Pattern Matching | First Occurrence | Many-Patterns | Text-Search,Offline Matching,Failure Links,A clean extension of Aho-Corasick that asks for earliest matches per pattern.
strings/aho-corasick,Strings -> Aho-Corasick,Genetic engineering,https://codeforces.com/problemset/problem/86/C,Codeforces,hard,challenge,,DP | Automata,DP On Automaton | Pattern Exclusion,Trie | Failure Links | Automaton DP,A classic AC-plus-DP problem for constrained string construction.
strings/eertree,Strings -> Eertree / Palindromic Tree,Palindromes and Super Abilities,https://acm.timus.ru/problem.aspx?num=1960&space=1,Timus,medium,core,Distinct Palindromes,Palindromic Tree | Append-Only String | Per-Prefix Output,Online Append | Data Structure | Per-Prefix Counting,Palindrome Basics | Suffix Links | Append-Only Updates,The cleanest first exact Eertree problem because each prefix answer is just the number of ordinary nodes after one append update.
strings/eertree,Strings -> Eertree / Palindromic Tree,eertree,https://judge.yosupo.jp/problem/eertree,Library Checker,medium,practice,,Palindromic Tree | Construction,Verification | Construction,Eertree Basics | Suffix-Link Walk | Distinct Palindrome Nodes,Official verifier for the exact family; useful once the basic append-only invariants feel stable.
strings/eertree,Strings -> Eertree / Palindromic Tree,Palindromic characteristics,https://codeforces.com/problemset/problem/835/D,Codeforces,hard,stretch,DP,Palindrome | Distinct Structure,DP | Palindrome Structure,Eertree Basics | Palindrome DP | Distinct Palindrome Worldview,A strong stretch problem once the basic tree is trusted and you are ready to layer extra palindrome DP on top.
strings/hashing,Strings -> Hashing,String Hashing,https://open.kattis.com/problems/hashing,Kattis,easy,core,Rolling Hash | Substring Comparison,LCS | Equality,,,"Direct, judge-style hashing practice with low overhead and clean input."
strings/hashing,Strings -> Hashing,Good Substrings,https://codeforces.com/problemset/problem/271/D,Codeforces,medium,core,Distinct Substrings,Trie | Substrings | Hash Or Trie,Enumeration | Deduplication,Rolling Hash | Set Or Map Deduplication,A standard distinct-substring counting problem where hashing trims the search space.
strings/hashing,Strings -> Hashing,Watto and Mechanism,https://codeforces.com/problemset/problem/514/C,Codeforces,medium,core,Dictionary Matching,One-Change | String-Lookup | Collision-Safe,,,Canonical one-edit string membership problem; hashing is a standard solution.
strings/hashing,Strings -> Hashing,rolling_hash,https://judge.yosupo.jp/problem/rolling_hash,Library Checker,medium,core,Rolling Hash,Substring Comparison,,,Purpose-built official hashing benchmark; very close to the core technique.
strings/hashing,Strings -> Hashing,Palindrome Queries,https://cses.fi/problemset/task/2420,CSES,hard,core,Rolling Hash | Dynamic Queries,Palindrome | Range Queries | Substring-Equality | Updates,Data-Structure-Heavy | Offline/Online Hybrid,Prefix Hashes | Modular Arithmetic | Segment Trees,Classic rolling-hash use case for fast substring equality under updates.
strings/hashing,Strings -> Hashing,"""a"" String Problem",https://codeforces.com/problemset/problem/1984/D,Codeforces,hard,challenge,,Suffix Structures,Query Processing | Invariant Maintenance,Rolling Hash | Suffix Structures | Substring Comparison,A modern hard string problem where hashing is one of the intended tools.
strings/hashing,Strings -> Hashing,String Set Queries,https://codeforces.com/problemset/problem/710/F,Codeforces,hard,challenge,,Online Queries | String Sets,Online | Dynamic Data Structures,Rolling Hash | Online Processing | Prefix Sums,Strong fit for hash-based substring matching in a fully online setting.
strings/kmp,Strings -> KMP,Finding Borders,https://cses.fi/problemset/task/1732,CSES,easy,core,Borders,Prefix-Suffix | Periods | Prefix-Function,Proof | Implementation,Prefix Function,Borders are exactly the structural output KMP-style preprocessing exposes.
strings/kmp,Strings -> KMP,String Functions,https://cses.fi/problemset/task/2107,CSES,easy,core,Z-Function,Prefix-Function | Z-Array | Pi-Array,Implementation,Prefix Function | Basic String Indexing,It explicitly asks for the KMP prefix-function output.
strings/kmp,Strings -> KMP,String Matching,https://cses.fi/problemset/task/1753,CSES,easy,core,Pattern-Matching,Prefix-Function | Single-Pattern | Occurrences,Implementation,Prefix Function,The most direct single-pattern matching exercise for prefix-function/KMP.
strings/kmp,Strings -> KMP,Finding Periods,https://cses.fi/problemset/task/1733,CSES,medium,core,Periodicity,Prefix-Function | Periods | String-Structure,Implementation | Pattern Analysis,Prefix Function | Border Chains,A canonical periodicity problem built on prefix-function reasoning.
strings/kmp,Strings -> KMP,Required Substring,https://cses.fi/problemset/task/1112,CSES,medium,core,Automaton-DP,DP | Forbidden-States | Substring-Automaton,,,Uses the KMP automaton as the backbone of a counting DP.
strings/palindromes,Strings -> Palindromes / Manacher,Enumerate Palindromes,https://judge.yosupo.jp/problem/enumerate_palindromes,Library Checker,medium,core,Manacher | Palindrome Radii,Odd-Even Centers | Radius Arrays,Implementation | Verification,Odd/Even Centers,Official benchmark that asks for the raw palindrome-radii style output directly.
strings/palindromes,Strings -> Palindromes / Manacher,Longest Palindrome,https://cses.fi/problemset/task/1111,CSES,medium,core,Manacher,Longest Palindromic Substring | Odd-Even Centers | Exact Scan,Implementation | Static Scan,Odd/Even Centers,The cleanest first Manacher task: recover one longest palindromic substring from a static string.
strings/palindromes,Strings -> Palindromes / Manacher,All Palindromes,https://cses.fi/problemset/task/3138,CSES,hard,challenge,Manacher | Palindrome Radii,Per-Position Output | Static String,Implementation | Output Transformation,Odd/Even Centers | Radius-To-Answer Conversion,Pushes past one longest answer into a full-radius style output problem.
strings/suffix-array-lcp,Strings -> Suffix Array And LCP,Distinct Substrings,https://cses.fi/problemset/task/2105,CSES,medium,core,Suffix-Array,Distinct Substrings | Counting | Suffix-Structure,Counting | Suffix Processing,LCP Array,One of the standard suffix-array + LCP counting problems.
strings/suffix-array-lcp,Strings -> Suffix Array And LCP,Repeating Substring,https://cses.fi/problemset/task/2106,CSES,medium,core,Suffix-Array,Repetition | Longest-Repeat | Binary-Search | Suffix-Structure,Maximization | Substring Search,LCP Array,Longest repeated substring is a canonical LCP application.
strings/suffix-array-lcp,Strings -> Suffix Array And LCP,lcp_array,https://judge.yosupo.jp/problem/lcp_array,Library Checker,medium,core,Suffix-Array,Kasai | Adjacent-Suffixes,,,Natural companion to suffix array construction.
strings/suffix-array-lcp,Strings -> Suffix Array And LCP,longest_common_substring,https://judge.yosupo.jp/problem/longest_common_substring,Library Checker,medium,core,Suffix-Array,Two-Strings | Common-Substring,,,A very standard SA+LCP application problem.
strings/suffix-array-lcp,Strings -> Suffix Array And LCP,suffix_array,https://judge.yosupo.jp/problem/suffix_array,Library Checker,medium,core,Suffix-Array | String-Indexing,Lexicographic-Order | Core,,,Direct suffix-array construction benchmark from the official judge.
strings/suffix-array-lcp,Strings -> Suffix Array And LCP,Inverse Suffix Array,https://cses.fi/problemset/task/3225,CSES,hard,challenge,,Suffix Array | Construction | Inverse Problems,Construction | Consistency Checking,Suffix Array Semantics,A reverse-engineering task that deepens suffix-array understanding.
strings/suffix-array-lcp,Strings -> Suffix Array And LCP,String Transform,https://cses.fi/problemset/task/1113,CSES,hard,challenge,,Suffix Array | Burrows-Wheeler Transform | Reconstruction,Construction | Inverse Transform,Suffix Array | Sorted Rotations,This is a direct BWT-style inverse transform problem.
strings/suffix-array-lcp,Strings -> Suffix Array And LCP,Substring Order I,https://cses.fi/problemset/task/2108,CSES,hard,challenge,Suffix-Array | Lexicographic-Order,Order Statistics | Kth-Substring | Ranking,K-Th Selection | Suffix Processing,LCP Array,Selecting the k-th substring is a strong suffix-array/LCP exercise.
strings/suffix-array-lcp,Strings -> Suffix Array And LCP,Substring Order II,https://cses.fi/problemset/task/2109,CSES,hard,challenge,,Suffix Array | Order Statistics,K-Th Selection | Suffix Processing,Suffix Array | LCP Array,"Same core machinery as Substring Order I, but on all substrings."
strings/suffix-automaton,Strings -> Suffix Automaton,Distinct Substrings,https://cses.fi/problemset/task/2105,CSES,medium,core,Counting,Substrings | States | Endpos,,,Distinct-substring counting is one of SAM’s core uses.
strings/suffix-automaton,Strings -> Suffix Automaton,Good Substrings,https://codeforces.com/problemset/problem/271/D,Codeforces,medium,core,,Distinct Substrings | Trie,Enumeration | Deduplication,Suffix Automaton | Distinct Substring Counting,Not only hash/trie territory; suffix automaton also fits naturally.
strings/suffix-automaton,Strings -> Suffix Automaton,Repeating Substring,https://cses.fi/problemset/task/2106,CSES,medium,core,Longest-Repeat,Repeat | Substring | Suffix-Structure,,,Another canonical SAM application with strong overlap.
strings/suffix-automaton,Strings -> Suffix Automaton,suffix_automaton,https://judge.yosupo.jp/problem/suffix_automaton,Library Checker,medium,core,String-Indexing,States | Transitions,,,Direct official SAM construction benchmark.
strings/suffix-automaton,Strings -> Suffix Automaton,Substring Order I,https://cses.fi/problemset/task/2108,CSES,hard,core,Kth-Substring,Ranking | Distinct-Substrings | Advanced,,,K-th substring ranking is a strong suffix-structure benchmark.
strings/suffix-automaton,Strings -> Suffix Automaton,A Trivial String Problem,https://codeforces.com/problemset/problem/2209/E,Codeforces,hard,challenge,,Hashing,Query Processing | Hybrid Techniques,Suffix Automaton | Hashing,Modern hard string problem where suffix structures are a key ingredient.
strings/suffix-automaton,Strings -> Suffix Automaton,Cyclical Quest,https://codeforces.com/problemset/problem/235/C,Codeforces,hard,challenge,,Cyclic Strings | Counting,String Compression | Counting,Suffix Automaton | String Rotation Intuition,A standard suffix automaton problem for counting cyclic matches.
strings/suffix-automaton,Strings -> Suffix Automaton,Martian Strings,https://codeforces.com/problemset/problem/149/E,Codeforces,hard,challenge,,Substring Queries | Pattern Matching,Multi-Pattern Checking,Suffix Automaton | Substring Occurrence,A classic suffix-structure problem with a strong automaton solution.
strings/trie,Strings -> Trie,Watto and Mechanism,https://codeforces.com/problemset/problem/514/C,Codeforces,medium,core,Hashing,Approximate Matching | One-Edit | Dictionary | Lookup,Implementation | Branching Search,Trie Basics | Edit-Distance-1 Checking,A very common trie exercise with one-character-mismatch queries.
strings/trie,Strings -> Trie,Word Combinations,https://cses.fi/problemset/task/1731,CSES,medium,core,DP,Dictionary Matching | Dictionary | Prefixes | Counting,Dynamic Programming | Data-Structure-Heavy,Trie Basics | DP On Prefixes,A classic trie-plus-DP word segmentation problem.
strings/trie,Strings -> Trie,trie,https://judge.yosupo.jp/problem/trie,Library Checker,medium,core,Data-Structure,Insert | Lookup,,,Pure trie implementation benchmark with the cleanest possible scope.
strings/trie,Strings -> Trie,A Lot of Games,https://codeforces.com/problemset/problem/455/B,Codeforces,hard,challenge,Game-Theory,Games | Winning-States | Game-DP | Prefix-Tree,Game-State Analysis,Trie | Winning/Losing States,Trie structure is the whole game board here.
strings/z-function,Strings -> Z-Function,String Functions,https://cses.fi/problemset/task/2107,CSES,easy,core,Prefix-Function,String Processing | Z-Array | Pi-Array | Fundamentals,Implementation,Z-Function Definition,"This task directly computes the z-array, so it is the cleanest Z-function drill."
strings/z-function,Strings -> Z-Function,String Matching,https://cses.fi/problemset/task/1753,CSES,easy,core,Pattern-Matching,Linear-Time String Algorithms | Single-Pattern | Occurrences | Linear-Time,Implementation,Z-Function,Single-pattern matching is a textbook Z-function application.
strings/z-function,Strings -> Z-Function,Finding Periods,https://cses.fi/problemset/task/1733,CSES,medium,core,Periodicity,Borders | Periods | Prefix-Structure | String-Analysis,Proof | Implementation,Z-Function | Prefix-Suffix Structure,Periods can be extracted naturally from prefix comparisons that Z handles well.
strings/z-function,Strings -> Z-Function,Password,https://codeforces.com/problemset/problem/126/B,Codeforces,medium,core,Borders,Prefix-Suffix | Longest-Border | Classic,,,A textbook border problem where Z is a natural route.
strings/z-function,Strings -> Z-Function,Prefixes and Suffixes,https://codeforces.com/problemset/problem/432/D,Codeforces,medium,core,Border-Enumeration,Prefixes | Suffixes | Counts,,,Canonical Z-function task for collecting all prefix-suffix matches.
